,spread,MA_5,MA_20,MA_60,MACD,MACDsignal,MACDhist,RSI,EMA_5,EMA_20,EMA_60,time_to_end,midQuote,volume,Stock_Ask_Bid_Price_Depth_Ratio,Stock_Ask_Bid_Total_Volume_Ratio
2020-07-01 09:05:00,0.0027368653074724,,,,,,,,,,,0.9811320754716981,10.294498281418097,547.0258236865538,1.0012021371326802,0.9144696206775486
2020-07-01 09:10:00,0.0028395770919793,,,,,,,,,,,0.9622641509433962,10.291701375984076,1027.0,1.0,0.6752589438078723
2020-07-01 09:15:00,0.0017788267531777,,,,,,,,,,,0.9433962264150944,10.294316802180877,1246.3556851311953,1.0,0.8589370257758678
2020-07-01 09:20:00,0.0041706343884406,0.00286436811865046,,,,,,,0.00286436811865046,,,0.9245283018867925,10.294269728249262,1426.812925170068,1.0,0.7464867647638469
2020-07-01 09:25:00,0.0043971222929446,0.0031964195157448997,,,,,,,0.0033752861767485064,,,0.9056603773584906,10.293121750148922,1607.2881355932204,1.0,0.5281105443238345
2020-07-01 09:30:00,0.0026286702561861,0.0031629661565456602,,,,,,,0.0031264142032277043,,,0.8867924528301887,10.29366676707234,1646.2520325203252,1.0,0.6816687649244132
2020-07-01 09:35:00,0.0038567675139216,0.00336640424093412,,,,,,,0.003369865306792336,,,0.8679245283018868,10.293838735557893,1678.421768707483,1.0,0.6868760143545622
2020-07-01 09:40:00,0.003765113566251,0.0037636616035487797,,,,,,,0.0035016147266118906,,,0.8490566037735849,10.29448652108845,1712.4414414414414,1.0,0.8802959404864951
2020-07-01 09:45:00,0.0029645101509547,0.0035224367560516,,,,,,,0.0033225798680594936,,,0.8301886792452831,10.293368698075184,1739.5185185185185,1.0,0.6104233453035417
2020-07-01 09:50:00,0.0034700191109013,0.0033370161196429405,,,,,,,0.0033717262823400956,,,0.8113207547169812,10.292992641065563,1765.4333333333334,1.0,0.5071534513556177
2020-07-01 09:55:00,0.0039977969951614,0.0036108414674380002,,,,,,,0.003580416519947197,,,0.7924528301886793,10.293512716781898,1809.816513761468,1.0,0.6360010615591324
2020-07-01 10:05:00,0.0029389052048092,0.00342726900561552,,,,,,,0.0033665794149011982,,,0.7547169811320755,10.292455929742976,1953.1833333333332,1.0,0.5370325455305515
2020-07-01 10:10:00,0.0027773019141967,0.00311408016614928,,,,,,50.18884677162475,0.002952330957061166,,,0.7358490566037735,10.293078505882676,1978.5652173913045,1.0,0.568362301566766
2020-07-01 10:15:00,0.0037032452525895,0.0031607253944869198,,,,,,54.432940398686526,0.0032026357222372775,,,0.7169811320754716,10.292608116580592,2011.1008403361343,1.0,0.529903819923089
2020-07-01 10:20:00,0.0038063223023883,0.0031224304559323,,,,,,54.89368258942443,0.0034038645822876182,,,0.6981132075471698,10.290485479563928,2086.3093525179856,1.0,0.401885976659104
2020-07-01 10:25:00,0.004140475915511,0.0033627445980726604,,,,,,56.431649394027176,0.0036494016933620787,,,0.6792452830188679,10.288647394714175,2250.9945355191257,1.0,0.318404587641602
2020-07-01 10:30:00,0.0038385086122971,0.0036531707993965206,,,,,,54.6192505794285,0.0037124373330070857,,,0.660377358490566,10.289664101037545,2343.6470588235293,1.0,0.4002667857116587
2020-07-01 10:35:00,0.0041642160346881,0.003930553623494801,0.0033578596660865353,,,,,56.25135539585961,0.0038630302335674236,0.0033578596660865353,,0.6415094339622641,10.291297725405572,2377.221238938053,1.0,0.6950888511454524
2020-07-01 10:40:00,0.0030663464879552,0.0038031738705679415,0.0033743337251106753,,,,,49.75564691074553,0.003597468985030016,0.0033300965062645032,,0.6226415094339622,10.290319851582636,2423.181286549708,1.0,0.6172932250293317
2020-07-01 10:45:00,0.0018893516577218,0.0034197797416346417,0.0033290044553876503,,,,,43.9024778591633,0.003028096542593944,0.003192882711165198,,0.6037735849056604,10.290456718947144,2492.6666666666665,1.0,0.6755926528839308
2020-07-01 10:50:00,0.0023775637344307,0.0030671973054185817,0.0033059037875102205,,,,,46.703190480542474,0.0028112522732061957,0.0031152332848095317,,0.5849056603773585,10.290470627683275,2520.5508474576272,1.0,0.7945893178790197
2020-07-01 10:55:00,0.0021531516398045,0.0027301259109200615,0.00332462003184156,,,,,45.57679455162169,0.0025918853954056305,0.003023606461475719,,0.5660377358490566,10.290363139128104,2562.741573033708,1.0,0.6253028106295352
2020-07-01 11:05:00,0.0011142114230189,0.0021201249885862217,0.003171798883570475,,,,,40.684601660017975,0.0020993274046100536,0.002841759314956022,,0.5283018867924528,10.290985747189309,2607.196581196581,1.0,0.6750040257333372
