,spread,MA_5,MA_20,MA_60,MACD,MACDsignal,MACDhist,RSI,EMA_5,EMA_20,EMA_60,time_to_end,midQuote,volume,Stock_Ask_Bid_Price_Depth_Ratio,Stock_Ask_Bid_Total_Volume_Ratio
2022-09-01 09:05:00,0.002486121257351,,,,,,,,,,,0.9811320754716981,7.726109424302929,5726.851697851698,1.0004851004851003,0.880359433582961
2022-09-01 09:10:00,0.0007229980247878,,,,,,,,,,,0.9622641509433962,7.734394183605121,10994.520010462988,1.0,1.1271691003906663
2022-09-01 09:15:00,0.0012026067381354,,,,,,,,,,,0.9433962264150944,7.728449250511939,15455.394723743157,1.0,0.4946425933052151
2022-09-01 09:20:00,0.0013317065876075,0.00141922960489144,,,,,,,0.00141922960489144,,,0.9245283018867925,7.72640907299156,18265.301178992497,1.0,0.3020864604737603
2022-09-01 09:25:00,0.0007832710443098,0.0010786595622832,,,,,,,0.0012072434180308933,,,0.9056603773584906,7.723597144021558,23271.8465959328,1.0,0.4880909335046774
2022-09-01 09:30:00,0.0012413233726924,0.0010563811535065802,,,,,,,0.0012186034029180622,,,0.8867924528301887,7.731934926526073,27316.943729136863,1.0,1.5699184455927202
2022-09-01 09:35:00,0.0022576323850413,0.0013633080255572802,,,,,,,0.0015649463969591413,,,0.8679245283018868,7.730685410184521,29351.882845188284,1.0,1.3632544028648694
2022-09-01 09:40:00,0.0012883578965459,0.0013804582572393802,,,,,,,0.0014727502301547276,,,0.8490566037735849,7.7317201000931375,30659.37682481752,1.0,1.704141266488277
2022-09-01 09:45:00,0.000249051824932,0.0011639273047042802,,,,,,,0.001064850761747152,,,0.8301886792452831,7.734727437766676,33580.11928429423,1.0,1.294417560023435
2022-09-01 09:50:00,0.0004501835368957,0.0010973098032214601,,,,,,,0.000859961686796668,,,0.8113207547169812,7.735289243893324,36067.83238636364,1.0,1.1246849315009455
2022-09-01 09:55:00,0.0002325617919582,0.00089555748707462,,,,,,,0.0006508283885171787,,,0.7924528301886793,7.735896606352829,37278.704280155645,1.0,1.2156930772103565
2022-09-01 10:05:00,0.0003649746747615,0.00051702594501866,,,,,,,0.0005555438172652858,,,0.7547169811320755,7.736817211715089,40155.612303290414,1.0,1.7526646633342375
2022-09-01 10:10:00,0.0002219717684752,0.00028110848400607997,,,,,,34.42732039240761,0.00035108798559626035,,,0.7358490566037735,7.735931974625169,41019.051094890514,1.0,1.4600932342132829
2022-09-01 10:15:00,0.0,0.00019107177662693996,,,,,,33.331289517817844,0.00023405865706417357,,,0.7169811320754716,7.735214797149676,41488.61395348837,1.0,1.2179775280991794
2022-09-01 10:20:00,-0.0005577699056722,3.300543710085997e-05,,,,,,30.687521187981254,-2.9884197181284254e-05,,,0.6981132075471698,7.735214797149676,41758.75063613232,1.0,1.2673030084085406
2022-09-01 10:25:00,0.0,-3.998949785144003e-05,,,,,,36.14220847575111,-1.992279812085617e-05,,,0.6792452830188679,7.735214797149676,42030.06632653061,1.0,1.3039802657462438
2022-09-01 10:30:00,0.0,-6.715962743940004e-05,,,,,,36.14220847575111,-1.3281865413904115e-05,,,0.660377358490566,7.735214797149676,42316.83661971831,1.0,1.3017240069006708
2022-09-01 10:35:00,7.522080973387801e-05,-9.650981918766443e-05,0.0006919388936035338,,,,,36.918655201809784,1.6219026302023258e-05,0.0006919388936035338,,0.6415094339622641,7.730621928051235,44158.20435193945,1.0,0.8752323897237525
2022-09-01 10:40:00,0.00156158329911,0.00021580684063433555,0.0006457119956914839,,,,,49.88545904038489,0.0005313404505713487,0.0007747621703184354,,0.6226415094339622,7.729019689827442,45464.58732394366,1.0,0.7431651790417394
2022-09-01 10:45:00,0.0013620745947955,0.0005997757407278755,0.0006461799546024838,,,,,48.445960067482744,0.0008082518319793991,0.0008306966869352987,,0.6037735849056604,7.729212875384189,46113.33024118738,1.0,0.8026801095804637
2022-09-01 10:50:00,0.0012231520746492,0.0008444061556577155,0.0006711876570955539,,,,,47.41985207678858,0.0009465519128693327,0.0008680733905270989,,0.5849056603773585,7.728635826051635,46418.44722222223,1.0,0.5660464075132611
2022-09-01 10:55:00,0.0021088062018534,0.0012661673960283955,0.000716497630281454,,,,,54.09514467448966,0.001333970009197355,0.0009862384201772228,,0.5660377358490566,7.728266151523688,46944.04662004662,1.0,0.5614674809138505
2022-09-01 11:05:00,0.0002648937400921,0.00130410198210004,0.0006631569879056839,,,,,42.10889799752017,0.0009776112528289368,0.0009175389268357826,,0.5283018867924528,7.728770821680251,48496.23966942149,1.0,0.8807184825479846
2022-09-01 11:10:00,6.136493120223463e-05,0.0007316433895593868,0.0005649955136156858,,,,,41.199450116207224,0.0004549488672136057,0.0007569362351433364,,0.5094339622641509,7.728697190982837,48916.2,1.0,0.5941286317623222
2022-09-01 11:15:00,0.0016426811472252,0.0008155492040745869,0.0005342479517248807,,,,,52.100615395539776,0.0008508596272174705,0.0008412928934368472,,0.49056603773584906,7.729948211665339,49219.92650918635,1.0,1.2061533343220907
2022-09-01 11:20:00,0.0013989746920959,0.0006735829021230869,0.0005397787915023807,,,,,50.54534573597977,0.0010335646488436137,0.0008944054456900903,,0.4716981132075472,7.73003480074373,49447.8253968254,1.0,1.2028921478521986
2022-09-01 11:25:00,0.0013528161281533,0.0008911673797353268,0.0005949670066634457,,,,,50.239447032031805,0.001139981808613509,0.0009380636059246817,,0.4528301886792453,7.729988642179788,49632.49877149877,1.0,1.1780159067326654
2022-09-01 11:30:00,0.0006785321555344,0.001026873810842207,0.0006063844375953808,,,,,45.87207597476828,0.0009861652575871393,0.0009133463249351311,,0.4339622641509434,7.729314358207169,49975.11380145278,1.0,0.8875916231203569
2022-09-01 11:35:00,0.0014211979136167,0.0012988404073251002,0.0006658162436783058,,,,,50.93162875223219,0.0011311761429303262,0.0009617131429048043,,0.41509433962264153,7.730057023965251,50322.72222222222,1.0,1.1876299453267465
2022-09-01 11:40:00,0.0012084752416914,0.0012119992262183401,0.0007079912720248007,,,,,49.50425294047862,0.0011569425091840174,0.0009852142951701944,,0.39622641509433965,7.729640420152921,50633.57323232323,1.0,0.9823799777375508
2022-09-01 11:45:00,0.0015414869706482,0.0012405016819288,0.0007782730881602208,,7.327365866342805e-05,-8.519972231970983e-05,0.0001584733809831379,51.78242522875557,0.001285123996338745,0.0010381926452157188,,0.37735849056603776,7.728635826051634,50856.16224188791,1.0,0.5418215057711617
2022-09-01 11:50:00,0.0015737638817103,0.0012846912326402002,0.0008458626938219757,,0.00010986138877990925,-4.618750009978601e-05,0.00015604888887969527,52.00842804831103,0.0013813372914625967,0.0010891994296437742,,0.3584905660377358,7.728061139075239,51340.81746031746,1.0,0.5374997270202739
2022-09-01 11:55:00,0.0,0.00114898480153332,0.0008458626938219757,,1.173258974579048e-05,-3.460348213067071e-05,4.633607187646119e-05,41.73640805053913,0.0009208915276417312,0.0009854661506300815,,0.33962264150943394,7.726433181989291,51819.79207920792,1.0,0.4366536327625352
2022-09-01 12:05:00,0.000993256059754,0.00106339643076078,0.0009234139920932857,,1.3951448947346532e-05,-2.489249591506726e-05,3.8843944862413795e-05,48.6321338901149,0.0009450130383458207,0.0009862080467371213,,0.3018867924528302,7.726433181989291,52395.6165577342,1.0,0.4409341111951582
2022-09-01 12:10:00,-8.881784197001252e-16,0.0004667251204429023,0.0009117442751307962,,-0.00013819266478372675,-5.6741182015060336e-05,-8.145148276866641e-05,43.59012963917011,0.000368140386098091,0.0007871930158290369,,0.2830188679245283,7.726433181989291,52817.5775862069,1.0,0.4552020713860001
2022-09-01 12:15:00,0.0012059201417562,0.0003931563724520823,0.0009682792417319123,,-8.419270929878829e-05,-6.223148747180593e-05,-2.1961221826982363e-05,50.98454133803701,0.000647400304650794,0.000827071789726862,,0.2641509433962264,7.727639102131047,53186.75105485232,1.0,0.5378917495792348
2022-09-01 12:20:00,0.0023287793360085,0.0008589122396537823,0.0010066390435768374,,4.864722242376915e-05,-4.005574549269092e-05,8.870296791646007e-05,56.67883761967217,0.0012078599817700294,0.000970091556039399,,0.24528301886792453,7.729496176012747,53867.55160142349,1.0,1.2183834210847069
