,spread,MA_5,MA_20,MA_60,MACD,MACDsignal,MACDhist,RSI,EMA_5,EMA_20,EMA_60,time_to_end,midQuote,volume,Stock_Ask_Bid_Price_Depth_Ratio,Stock_Ask_Bid_Total_Volume_Ratio
2021-08-02 09:05:00,-0.0013780552302122,,,,,,,,,,,0.9811320754716981,9.348187775042865,899.6012323943662,0.9984154929577466,0.6147356398113282
2021-08-02 09:10:00,-0.0009310152951176,,,,,,,,,,,0.9622641509433962,9.337668411808922,1942.7026279391423,0.997786998616874,0.5379758067741776
2021-08-02 09:15:00,-0.0011554193313045,,,,,,,,,,,0.9433962264150944,9.349101403006507,2559.2517911975438,1.0,2.1648915208106314
2021-08-02 09:20:00,-0.0022724668568336,-0.00152034358466892,,,,,,,-0.00152034358466892,,,0.9245283018867925,9.344665594664653,2955.148571428572,1.0,0.9015742346531233
2021-08-02 09:25:00,0.000932664606271,-0.00105819961737228,,,,,,,-0.0007026741876889467,,,0.9056603773584906,9.33646308578136,3319.9679665738163,1.0,0.5395496969177207
2021-08-02 09:30:00,-0.0010036970812983,-0.0008859867916566,,,,,,,-0.0008030151522253978,,,0.8867924528301887,9.335366801653882,3865.7625,1.0,0.9258542376083044
2021-08-02 09:35:00,-0.000128552001394,-0.0007254941329118801,,,,,,,-0.0005781941019482652,,,0.8679245283018868,9.336647685846842,4091.25,1.0,1.3336947428477877
2021-08-02 09:40:00,0.0009843256856285,-0.0002975451295252801,,,,,,,-5.7354172756010255e-05,,,0.8490566037735849,9.337606489964717,4239.429447852761,1.0,1.7559116483256083
2021-08-02 09:45:00,0.0009579142394215,0.00034853108972573993,,,,,,,0.0002810686313031598,,,0.8301886792452831,9.335916981558796,4351.686274509804,1.0,1.426283664930302
2021-08-02 09:50:00,-0.0002483016366827,0.00011233784113499991,,,,,,,0.00010461187530787323,,,0.8113207547169812,9.33261212670738,4482.891719745223,1.0,1.1963427606275006
2021-08-02 09:55:00,-0.0027374494878671,-0.00023441264017876008,,,,,,,-0.0008427419124171177,,,0.7924528301886793,9.331977883109776,4634.88064516129,1.0,1.26821076212828
2021-08-02 10:05:00,-0.0001896375879795,-0.0002466297574958601,,,,,,,-0.0006250404709379118,,,0.7547169811320755,9.320228969823804,5279.050632911392,1.0,0.8703881170781466
2021-08-02 10:10:00,-0.0007570239275551,-0.0012085633615555001,,,,,,51.597701068075395,-0.0009991157779781275,,,0.7358490566037735,9.314994777880775,5583.051679586563,1.0,0.5799471998485429
2021-08-02 10:15:00,-0.0024700602034872,-0.0016529150749164001,,,,,,47.12457893588677,-0.0014894305864811515,,,0.7169811320754716,9.31447654211815,5761.859016393442,1.0,0.5787721241549222
2021-08-02 10:20:00,-0.003570300047496,-0.0018194851868421802,,,,,,44.4586870722967,-0.002183053740152768,,,0.6981132075471698,9.31860748209775,5874.786561264822,1.0,0.8312410781632401
2021-08-02 10:25:00,-0.0026538336296013,-0.0023123243951665403,,,,,,47.14110825768182,-0.0023399803699689454,,,0.6792452830188679,9.317276721202594,5975.569620253164,1.0,0.7977628506900467
2021-08-02 10:30:00,-0.0022251587767527,-0.00233527531697846,,,,,,48.39651934423072,-0.0023017065055635304,,,0.660377358490566,9.318628564212672,6068.668571428571,1.0,0.9319687153300636
2021-08-02 10:35:00,-0.0037066246788786,-0.00292519546724316,-0.00132639283093546,,,,,44.46604683249992,-0.00277001256333522,-0.00132639283093546,,0.6415094339622641,9.320628250951913,6137.668539325843,1.0,1.232778010443748
2021-08-02 10:40:00,-0.0034703141520182,-0.00312524625694936,-0.00143100577702576,,,,,45.23014354174999,-0.0030034464262295468,-0.001530575813895721,,0.6226415094339622,9.318853101202636,6274.186868686868,1.0,0.940736047456962
2021-08-02 10:45:00,-0.0023121014283038,-0.00287360653311092,-0.001453372787947115,,,,,48.9384345768895,-0.002772998093587631,-0.0016050068247917284,,0.6037735849056604,9.32065589301522,6362.243055555556,1.0,1.291116382433566
